Date,Employee_Name,Department,item_code,product_name,Số lượng
2024-09-09,Ông Hưng Vũ,phòng kỹ thuật,VQIYFY,đèn LED tròn,99
2024-07-30,Nam Thế Lê,phòng nhân sự,0Z65V,đèn bàn học,56
2024-07-25,Yến Dương,phòng R&D,UCESJ,đèn bàn học,93
2024-01-22,Hưng Đức Nguyễn,phòng kinh doanh,9ZNY3,đèn cảm ứng,69
2024-03-12,Cô Chi Vũ,phòng kinh doanh,GW5NW,đèn cảm ứng,55
2025-03-28,Ánh Mai,phòng nhân sự,HIO99J,đèn bàn học,79
2025-02-02,Quý ông Tú Phạm,phòng kỹ thuật,6UT64W,đèn bàn học,52
2024-11-15,Nhật Bùi,phòng kỹ thuật,XXAJKQ,đèn LED tròn,27
2024-10-15,Trung Dương,phòng kinh doanh,VNKBFK,đèn LED tròn,1
2024-08-08,Châu Đức Hoàng,phòng nhân sự,WJ2D6,đèn bàn học,63
2024-02-26,Cô Phương Vũ,phòng kỹ thuật,DRZHTD,đèn LED tròn,64
2024-04-09,Bác Trọng Nguyễn,phòng R&D,9D1FE6,đèn LED tròn,23
2024-04-03,Vi Lê,phòng nhân sự,HT4TTF,đèn bàn học,76
2024-11-02,Bác Khoa Dương,phòng kỹ thuật,JCQZQB,đèn cảm ứng,63
2024-09-10,Nhiên Hải Trần,phòng kinh doanh,DRWB9,đèn LED âm trần,62
2025-01-19,Trung Phú Vũ,phòng R&D,VHJ2FC,đèn LED âm trần,51
2025-01-17,Nhật Hải Dương,phòng nhân sự,NBWMBJ,đèn LED tròn,68
2025-03-12,Bác Thành Phạm,phòng R&D,L8CSQ,đèn bàn học,68
2024-02-13,Trung Thế Dương,phòng nhân sự,M1X0C,đèn LED tròn,23
2024-07-16,Hải Bùi,phòng kinh doanh,E09HNI,đèn LED tròn,31
2024-11-12,Hoàng Hữu Bùi,phòng nhân sự,1RMPY,đèn bàn học,11
2024-07-26,Dũng Dương,phòng kỹ thuật,ZTGHY,đèn LED âm trần,78
2024-09-15,Hải Đức Lê,phòng kỹ thuật,RG4HOI,đèn cảm ứng,8
2024-12-10,Thành Văn Hoàng,phòng kinh doanh,Z1LBUL,đèn cảm ứng,10
2025-01-12,An Hoàng,phòng kinh doanh,XB8BY,đèn LED âm trần,33
2024-11-17,Quang Phú Phạm,phòng R&D,ZSXVD,đèn LED tròn,51
2025-01-03,Phúc Dương,phòng nhân sự,SJZVUB,đèn LED âm trần,46
2024-01-12,Anh Phúc Trần,phòng kinh doanh,MV4ST,đèn cảm ứng,8
2024-09-20,Bà Bảo Hoàng,phòng nhân sự,S8EGKC,đèn LED âm trần,59
2024-10-11,Tú Trần,phòng R&D,R1IS1C,đèn cảm ứng,12
2024-03-24,Bà Nhật Lê,phòng R&D,W2XMMQ,đèn LED tròn,56
2024-04-12,Ông Thành Nguyễn,phòng nhân sự,BJ4GQ,đèn bàn học,4
2024-12-04,Nhật Hoàng,phòng R&D,G1UI29,đèn bàn học,58
2025-01-24,Nam Trí Dương,phòng R&D,1CPN3,đèn LED âm trần,68
2024-11-15,Khoa Vũ,phòng R&D,F8I58,đèn cảm ứng,22
2024-07-25,Quang Bùi,phòng R&D,1W5P1,đèn LED âm trần,39
2024-11-12,Hương Dương,phòng R&D,XHDWS,đèn LED âm trần,57
2024-07-31,Trung Văn Đặng,phòng kỹ thuật,3ED1GW,đèn LED tròn,48
2024-12-20,Bà Phương Lê,phòng kỹ thuật,Q7O07M,đèn bàn học,33
2024-12-14,Xuân Phạm,phòng kỹ thuật,25K4M,đèn LED tròn,18
2025-01-14,Chị Nhật Dương,phòng kinh doanh,71SCHX,đèn cảm ứng,49
2024-12-14,Quý cô Phương Phạm,phòng nhân sự,1SHVZ,đèn bàn học,46
2024-08-01,Hoàng Nguyễn,phòng kinh doanh,6WGL5X,đèn cảm ứng,38
2024-11-22,Quang Tấn Vũ,phòng R&D,NJ7W8N,đèn LED âm trần,72
2024-02-20,Chị Lan Hoàng,phòng R&D,YA87OM,đèn cảm ứng,1
2024-11-02,Bác Thành Đặng,phòng nhân sự,M5WHF,đèn bàn học,37
2024-02-27,Bà Linh Lê,phòng nhân sự,LOBDG4,đèn bàn học,98
2025-03-19,Kim Hữu Phạm,phòng kỹ thuật,5P1NRA,đèn LED âm trần,59
2025-02-27,Yến Đặng,phòng R&D,X518II,đèn bàn học,75
2025-03-09,Tú Đức Phạm,phòng kinh doanh,2NZ9KU,đèn LED âm trần,26
2025-03-08,Phương Quang Bùi,phòng R&D,QNR8A,đèn LED âm trần,68
2024-10-28,Bà Nhật Đặng,phòng kỹ thuật,ZDR5BX,đèn LED âm trần,87
2024-04-02,Nhật Dương,phòng nhân sự,JCJVHB,đèn LED tròn,5
2024-07-27,Bà Linh Bùi,phòng R&D,VBCQJR,đèn LED âm trần,39
2025-03-29,Chị Hạnh Đặng,phòng R&D,58M8XX,đèn LED tròn,50
2024-10-08,Quang Trí Nguyễn,phòng kỹ thuật,G8IPW,đèn LED âm trần,84
2024-07-02,Quý ông Khoa Mai,phòng kinh doanh,0WLLY0,đèn LED tròn,32
2024-06-25,Hà Đặng,phòng kỹ thuật,IQD7G3,đèn bàn học,43
2025-01-29,An Xuân Vũ,phòng nhân sự,J50MY6,đèn LED âm trần,50
2025-03-28,Vi Mai,phòng nhân sự,C0WK9S,đèn bàn học,98
2025-03-11,Bác Khoa Hoàng,phòng kinh doanh,IETWC,đèn LED âm trần,45
2024-11-08,Dũng Quang Mai,phòng R&D,1UX9U,đèn cảm ứng,54
2024-08-04,Thành Mai Phạm,phòng kỹ thuật,CQIPK,đèn LED tròn,15
2024-03-09,Quý cô Ánh Đặng,phòng R&D,GVY2PX,đèn bàn học,75
2024-08-30,Chi Dương,phòng R&D,AXV760,đèn LED tròn,90
2024-02-28,Tùng Hoàng,phòng kỹ thuật,87X0NB,đèn cảm ứng,30
2024-09-10,Anh Quang Trần,phòng kỹ thuật,BQCTFM,đèn bàn học,18
2024-06-04,Vũ Trần,phòng R&D,I5CH6C,đèn LED tròn,6
2025-02-15,Hương Trần,phòng kỹ thuật,TSNBK,đèn cảm ứng,79
2024-10-27,Nhật Bùi,phòng kỹ thuật,S90NVN,đèn cảm ứng,50
2024-06-20,Hương Đặng,phòng kỹ thuật,XG25WG,đèn cảm ứng,74
2024-10-31,Hồng Lê,phòng kinh doanh,XZZAA,đèn LED tròn,58
2024-09-04,Trọng Hải Đặng,phòng kỹ thuật,GFNY21,đèn LED âm trần,95
2024-12-21,Minh Đặng,phòng kinh doanh,S8J6P,đèn LED tròn,24
2024-11-11,Cô Lan Đặng,phòng kinh doanh,4ZA1K2,đèn bàn học,86
2024-02-11,Khoa Mai,phòng nhân sự,FHMHGN,đèn LED âm trần,99
2025-02-21,Tú Đặng,phòng kinh doanh,CWLN6,đèn cảm ứng,95
2024-10-26,Quý ông Huy Trần,phòng R&D,6ABHX,đèn LED âm trần,35
2024-01-06,Anh Dũng Phạm,phòng kinh doanh,I1PIG,đèn bàn học,95
2024-09-06,Khoa Đặng,phòng kinh doanh,1JWZES,đèn bàn học,86
2025-03-18,Xuân Vũ,phòng kỹ thuật,LDPPAI,đèn LED âm trần,15
2025-02-19,Bà Khoa Mai,phòng R&D,B0IPZ9,đèn LED tròn,68
2025-01-30,Bà Thảo Dương,phòng kỹ thuật,3ZL2I,đèn bàn học,24
2024-05-26,Hoàng Phú Phạm,phòng nhân sự,QHXSSF,đèn LED âm trần,74
2024-12-31,Nam Hoàng,phòng kỹ thuật,O53B0L,đèn LED tròn,54
2024-01-17,Châu Thế Nguyễn,phòng kinh doanh,O261L,đèn bàn học,62
2024-09-13,Chi Nguyễn,phòng R&D,XE4YD,đèn bàn học,56
2024-07-18,Trung Trần,phòng kỹ thuật,F7F8N8,đèn bàn học,8
2024-01-19,Anh Quang Vũ,phòng R&D,SHU0W,đèn LED âm trần,30
2024-10-31,Dương Nguyễn,phòng R&D,9C48Y,đèn LED tròn,48
2024-06-03,Chị Hà Dương,phòng kinh doanh,ITCAI,đèn bàn học,27
2024-07-31,Nhật Hoàng Trần,phòng nhân sự,6O0DN,đèn cảm ứng,60
2024-02-03,Tùng Bùi,phòng R&D,KBZ8OY,đèn LED âm trần,23
2024-05-26,Chi Đặng,phòng R&D,1Y5YK,đèn LED tròn,7
2025-03-26,Chi Đặng,phòng nhân sự,FMLJ59,đèn bàn học,73
2025-02-19,An Mai,phòng nhân sự,N0AFKI,đèn bàn học,92
2024-02-01,Hoàng Đặng,phòng kỹ thuật,TV6C9D,đèn bàn học,24
2025-03-23,Phúc Hải Lê,phòng kỹ thuật,RV2X4B,đèn cảm ứng,3
2024-03-21,Bảo Hoàng,phòng R&D,78UNG,đèn cảm ứng,32
2024-10-21,Linh Vũ,phòng nhân sự,MBTHJ,đèn cảm ứng,21
2024-02-04,Vũ Thị Vũ,phòng kinh doanh,FGU4YF,đèn LED tròn,73
2025-02-10,Bác Quang Dương,phòng kỹ thuật,XYVIO,đèn LED tròn,23
2024-07-10,Quang Hữu Vũ,phòng nhân sự,8VW50,đèn cảm ứng,30
2025-03-24,Hoàng Hoàng Mai,phòng kinh doanh,3XDZZJ,đèn bàn học,95
2024-03-16,Nhật Bảo Nguyễn,phòng nhân sự,33PO7,đèn LED âm trần,81
2024-04-28,Lan Mai,phòng kinh doanh,KQ5NVQ,đèn bàn học,58
2025-02-14,Nhật Đức Phạm,phòng kinh doanh,F988ZR,đèn bàn học,76
2024-02-09,An Dương,phòng nhân sự,PV7G5,đèn cảm ứng,94
2024-11-14,Bảo Quang Nguyễn,phòng kỹ thuật,5ZAPW8,đèn cảm ứng,13
2024-01-21,Phúc Bùi,phòng kinh doanh,6E4D6,đèn cảm ứng,71
2024-09-10,Khoa Nguyễn,phòng kỹ thuật,HINE84,đèn LED âm trần,76
2024-01-01,Chị Bảo Phạm,phòng kỹ thuật,MVO1NS,đèn LED tròn,37
2025-01-30,Hải Mai,phòng R&D,SO1GG,đèn LED âm trần,18
2024-09-25,Hải Dương,phòng kinh doanh,SGGB3,đèn LED tròn,53
2024-09-21,Dũng Trí Vũ,phòng kinh doanh,KQCB5H,đèn LED tròn,60
2025-03-18,Chị Ngọc Mai,phòng nhân sự,9J3OX,đèn LED tròn,31
2024-04-01,Hạnh Mai,phòng kỹ thuật,2VBDQ,đèn LED tròn,30
2024-11-10,Chị Thành Trần,phòng kỹ thuật,87SWAF,đèn LED âm trần,100
2024-08-09,Dương Đặng,phòng kinh doanh,VJSGW,đèn LED tròn,44
2024-12-21,Quý ông Quang Đặng,phòng nhân sự,C5FHV0,đèn cảm ứng,10
2024-05-02,Thành Hải Bùi,phòng kinh doanh,L07TKS,đèn LED âm trần,69
2024-12-30,Dũng Đức Hoàng,phòng R&D,EMFYU,đèn bàn học,3
2024-04-08,Trung Trí Lê,phòng kinh doanh,JFXDRP,đèn bàn học,12
2024-10-29,Cô Hương Mai,phòng kinh doanh,SFLGPK,đèn LED âm trần,22
2024-03-23,Quý cô Hương Nguyễn,phòng kinh doanh,Z6FEVG,đèn LED âm trần,40
2024-09-12,Bác Hoàng Trần,phòng kỹ thuật,PY4HM,đèn LED tròn,88
2024-03-24,Kim Lê,phòng kỹ thuật,PUOYFD,đèn LED âm trần,56
2024-05-16,Hưng Đức Nguyễn,phòng kỹ thuật,CVS9IC,đèn bàn học,24
2024-09-22,Thảo Phạm,phòng R&D,EOW21,đèn LED tròn,62
2025-02-26,Chi Dương,phòng kinh doanh,JSV5C,đèn LED âm trần,65
2024-12-21,Cô Hải Lê,phòng kinh doanh,QKKJ21,đèn LED tròn,64
2024-06-11,Mai Bùi,phòng nhân sự,O82DPM,đèn bàn học,98
2024-06-19,Khoa Trần,phòng kỹ thuật,BWD707,đèn bàn học,87
2024-10-11,Yến Phạm,phòng kỹ thuật,3HFY9,đèn LED tròn,4
2024-03-25,Quý ông Tùng Hoàng,phòng kỹ thuật,4X8KNW,đèn LED âm trần,25
2024-10-31,Hà Xuân Lê,phòng R&D,WQSO5K,đèn cảm ứng,71
2024-03-06,Anh Quang Mai,phòng R&D,C2A3E8,đèn cảm ứng,22
2024-02-01,Hạnh Phạm,phòng nhân sự,8MPEYW,đèn cảm ứng,87
2024-09-24,Vân Dương,phòng R&D,BEWEN,đèn LED tròn,70
2024-12-28,Chị Xuân Bùi,phòng kỹ thuật,GKH38,đèn cảm ứng,77
2024-03-23,Cô Ngọc Trần,phòng nhân sự,JFHJZC,đèn cảm ứng,100
2024-04-23,Quý cô Hồng Trần,phòng R&D,K26HW,đèn LED tròn,11
2024-10-23,Quang Đức Đặng,phòng kỹ thuật,8HHUAB,đèn cảm ứng,63
2024-05-18,Nhiên Đức Dương,phòng kỹ thuật,QGZJNS,đèn LED tròn,73
2024-06-19,Lan Lê,phòng R&D,0SZ3R9,đèn cảm ứng,38
2025-02-09,Cô Linh Bùi,phòng R&D,TVAL5V,đèn cảm ứng,24
2024-08-07,Bảo Bảo Bùi,phòng kinh doanh,KPM37,đèn LED âm trần,85
2024-02-27,Dũng Hải Phạm,phòng nhân sự,JGB16,đèn LED tròn,49
2024-05-14,Bảo Nguyễn,phòng nhân sự,ZRABWY,đèn LED âm trần,33
2024-02-29,Cô Thành Bùi,phòng R&D,QT2MU,đèn LED âm trần,5
2024-02-16,Hải Mai,phòng R&D,3CY3YU,đèn LED tròn,87
2025-03-05,Trọng Bùi,phòng kinh doanh,V51JX,đèn LED âm trần,83
2024-06-22,Ông Vũ Hoàng,phòng nhân sự,CXTFL,đèn bàn học,3
2024-02-05,Quý cô Nhật Hoàng,phòng nhân sự,PCDVDU,đèn LED âm trần,7
2024-04-18,Thành Thị Lê,phòng R&D,VZZDZ,đèn bàn học,35
2025-04-04,An Bùi,phòng kỹ thuật,ZK39M,đèn LED tròn,16
2025-03-21,Cô Kim Phạm,phòng kinh doanh,QXWM4,đèn bàn học,47
2025-02-17,Bà Vân Dương,phòng kinh doanh,F63FIZ,đèn LED tròn,29
2024-08-17,Hương Hoàng,phòng kinh doanh,CCN20,đèn cảm ứng,51
2024-07-30,Lâm Lê,phòng nhân sự,3L0U4J,đèn LED âm trần,26
2024-12-18,Duyên Phạm,phòng R&D,YCNO2K,đèn LED tròn,12
2024-10-30,Anh Mai,phòng kinh doanh,PDHWHX,đèn cảm ứng,28
2024-03-03,Tú Dương,phòng kinh doanh,L1CWZG,đèn cảm ứng,11
2025-03-14,Quý cô Ánh Đặng,phòng nhân sự,BCEQ4R,đèn LED âm trần,65
2024-08-08,Bác Trọng Vũ,phòng kỹ thuật,M5VWTI,đèn cảm ứng,16
2024-08-11,Phương Hải Bùi,phòng kỹ thuật,S2GNB,đèn cảm ứng,52
2024-01-12,Quý cô Hồng Bùi,phòng kinh doanh,W9J2HQ,đèn cảm ứng,14
2024-06-06,Duyên Bùi,phòng kinh doanh,PRRNZ,đèn cảm ứng,78
2024-08-17,Hải Hoàng,phòng R&D,23CIW,đèn LED tròn,18
2024-06-30,Nhật Mai Hoàng,phòng kỹ thuật,YZHGF,đèn LED âm trần,74
2025-03-31,Bà Linh Mai,phòng kinh doanh,O1YRQ,đèn LED âm trần,18
2024-01-20,Phúc Mai Trần,phòng nhân sự,G2Y2U,đèn LED tròn,77
2024-12-07,Hoàng Trần,phòng R&D,6O9V8,đèn cảm ứng,78
2024-04-09,Ông Khoa Nguyễn,phòng kinh doanh,2SP35C,đèn bàn học,24
2024-12-08,Chị Hải Bùi,phòng nhân sự,PA7AE6,đèn LED tròn,38
2025-04-04,Cô Vân Vũ,phòng nhân sự,OCLRY,đèn LED tròn,85
2024-12-23,Vân Vũ,phòng nhân sự,DZROZR,đèn LED âm trần,26
2024-07-16,Lan Phạm,phòng R&D,JNIT2,đèn LED âm trần,59
2025-02-22,Anh Mai,phòng kỹ thuật,JPNNT9,đèn cảm ứng,49
2024-05-14,Cô Vi Vũ,phòng kỹ thuật,VXE0M,đèn LED tròn,23
2024-12-10,Quý cô Kim Nguyễn,phòng kỹ thuật,B8DKND,đèn LED tròn,82
2024-06-28,Khoa Hoàng,phòng kinh doanh,R33VM,đèn bàn học,16
2024-01-07,Bảo Mai Hoàng,phòng R&D,XJNRQ,đèn cảm ứng,9
2024-01-14,Xuân Vũ,phòng R&D,KDE31G,đèn LED âm trần,57
2024-01-30,Cô Hạnh Lê,phòng kinh doanh,90477V,đèn LED tròn,9
2024-04-21,Cô Duyên Nguyễn,phòng kinh doanh,472FE,đèn bàn học,100
2025-04-05,Hoàng Quang Mai,phòng nhân sự,ZQOFCN,đèn bàn học,26
2024-06-19,Ông Châu Mai,phòng kỹ thuật,L7SEP,đèn LED âm trần,20
2024-01-06,Hạnh Đức Dương,phòng kinh doanh,B3L04,đèn bàn học,61
2024-03-06,Chị Bảo Đặng,phòng R&D,TLORO2,đèn bàn học,26
2024-09-08,Lâm Bảo Phạm,phòng kinh doanh,57AIA,đèn cảm ứng,36
2024-02-20,Dũng Phạm,phòng kinh doanh,LXWL7Z,đèn LED âm trần,73
2024-03-16,Khoa Đặng,phòng R&D,ATAPXD,đèn bàn học,54
2024-09-18,Anh Nhiên Bùi,phòng kinh doanh,WK29VR,đèn bàn học,5
2024-08-15,Trung Lê,phòng nhân sự,NOBMZI,đèn LED âm trần,42
2025-01-14,Hà Đức Vũ,phòng kỹ thuật,SVWSS,đèn cảm ứng,59
2024-10-21,Anh Hưng Hoàng,phòng kỹ thuật,1OQW0,đèn LED âm trần,18
2024-03-19,Nhật Mai,phòng kỹ thuật,D1VIT,đèn cảm ứng,85
2024-05-18,Nhiên Phạm,phòng kỹ thuật,FCQ4I,đèn LED tròn,67
2025-02-13,Hưng Đức Vũ,phòng R&D,M1UR0J,đèn LED âm trần,38
2024-02-02,Hạnh Trí Trần,phòng R&D,WTLLQ,đèn LED âm trần,8
2024-12-17,Quang Bùi,phòng kinh doanh,VJUGOB,đèn cảm ứng,78
2024-08-03,Thành Hoàng,phòng nhân sự,UNUBZH,đèn cảm ứng,65
2025-01-09,Kim Phạm,phòng kinh doanh,FYXE69,đèn cảm ứng,3
2024-07-10,Anh Trung Trần,phòng R&D,6PC5R1,đèn cảm ứng,85
2024-06-22,Hoàng Đặng,phòng kinh doanh,W3PJY,đèn LED âm trần,6
2024-09-30,Hạnh Lê,phòng kỹ thuật,G8OEB,đèn LED âm trần,17
2024-06-10,Tùng Mai Lê,phòng R&D,PL2OI,đèn LED âm trần,45
2025-01-07,Anh Nam Mai,phòng R&D,T0J4YQ,đèn bàn học,25
2024-01-01,Quý cô Thảo Đặng,phòng R&D,EN70CR,đèn LED âm trần,19
2024-10-18,Nhật Thị Trần,phòng kinh doanh,JVUYL,đèn cảm ứng,20
2024-08-23,Bác Quang Vũ,phòng kinh doanh,NM8GK,đèn bàn học,49
2024-09-01,Bà Vân Trần,phòng nhân sự,8XROP,đèn LED tròn,70
2024-02-11,Hà Quang Hoàng,phòng nhân sự,UIXLUV,đèn bàn học,5
2024-09-26,Quý ông Khoa Đặng,phòng kỹ thuật,CMQBE,đèn LED tròn,58
2024-10-11,Phúc Lê,phòng kỹ thuật,YCQY1,đèn cảm ứng,69
2025-02-03,Bà Xuân Bùi,phòng kinh doanh,BQ017W,đèn bàn học,3
2024-07-30,Nhật Vũ,phòng kinh doanh,XZXJA,đèn cảm ứng,59
2024-07-26,Hạnh Trần,phòng nhân sự,J9W4J,đèn LED âm trần,17
2024-10-05,Thảo Mai,phòng kinh doanh,MUBRS,đèn LED âm trần,39
2024-11-22,Bà Vi Dương,phòng kỹ thuật,Q6B63,đèn LED tròn,55
2024-05-23,Cô Bảo Dương,phòng kỹ thuật,Y1NHP,đèn LED tròn,2
2025-02-02,Quý cô Chi Mai,phòng nhân sự,B700S,đèn bàn học,47
2024-08-03,Quý ông Hoàng Mai,phòng kinh doanh,APWMH,đèn LED tròn,72
2024-01-09,Bà Dương Lê,phòng nhân sự,W9WFR,đèn bàn học,45
2024-03-17,Cô Duyên Vũ,phòng nhân sự,C22PX,đèn bàn học,37
2024-11-09,Quý cô Vân Hoàng,phòng R&D,97QZ7,đèn LED tròn,79
2025-01-25,Quang Mai,phòng nhân sự,MT18Y,đèn LED âm trần,8
2024-05-04,Dũng Mai Phạm,phòng kinh doanh,FHYF4B,đèn cảm ứng,69
2025-03-31,Tùng Dương,phòng kỹ thuật,CH1SPP,đèn cảm ứng,91
2025-02-07,Ông Minh Mai,phòng kinh doanh,UA0ML,đèn bàn học,4
2024-02-15,Vũ Trần,phòng kinh doanh,FC7BXG,đèn bàn học,13
2024-06-20,Bà An Lê,phòng kinh doanh,CXN7K5,đèn LED tròn,42
2024-11-19,Vũ Hoàng,phòng kỹ thuật,AJ3ECK,đèn LED âm trần,46
2024-01-30,Nhật Thị Lê,phòng kỹ thuật,6Q7SK2,đèn bàn học,97
2024-02-17,Ông Vũ Vũ,phòng R&D,A13IZ,đèn LED âm trần,82
2025-03-20,Nhật Trí Đặng,phòng kỹ thuật,RA7DUY,đèn LED âm trần,77
2024-07-28,Quang Mai Bảo Đặng,phòng nhân sự,3ZUP4,đèn cảm ứng,92
2024-07-07,Nhật Dương,phòng kinh doanh,MMZUE,đèn cảm ứng,64
2024-03-17,Dương Bùi,phòng nhân sự,VPD5K9,đèn bàn học,27
2024-04-24,Bảo Mai,phòng kỹ thuật,3OS7JR,đèn LED âm trần,75
2025-01-27,Ánh Trần,phòng kinh doanh,4FZW0,đèn LED tròn,16
2025-02-12,Linh Đặng,phòng kinh doanh,Y35YE,đèn cảm ứng,24
2024-07-22,Lâm Vũ,phòng R&D,AD2O5W,đèn LED tròn,43
2024-09-22,Trung Tấn Vũ,phòng kinh doanh,JV6DOG,đèn LED tròn,89
2024-12-25,Bác Anh Đặng,phòng R&D,VLW7V,đèn LED tròn,55
2024-06-12,Khoa Vũ,phòng kinh doanh,NSJGI6,đèn LED âm trần,76
2024-10-14,Thành Phú Dương,phòng kỹ thuật,A6U3ST,đèn LED tròn,21
2024-05-03,Châu Xuân Vũ,phòng kinh doanh,V7IS9X,đèn LED tròn,25
2024-08-20,Bác Hưng Lê,phòng kinh doanh,A4T1NN,đèn LED tròn,47
2024-06-02,Hạnh Mai,phòng R&D,QW3BC,đèn bàn học,94
2024-04-18,Bà Lâm Trần,phòng R&D,8YBP9J,đèn cảm ứng,25
2024-12-27,Khoa Nguyễn,phòng kỹ thuật,SZ7UDW,đèn LED tròn,100
2024-02-03,Bảo Mai,phòng kỹ thuật,17973,đèn bàn học,32
2025-02-21,Quý cô Chi Dương,phòng R&D,L04MTA,đèn cảm ứng,49
2024-08-29,Cô Dương Phạm,phòng nhân sự,WGTX1,đèn LED âm trần,97
2024-12-26,Hà Hoàng,phòng nhân sự,DM14PN,đèn LED tròn,47
2024-07-30,Phương Bảo Đặng,phòng R&D,5RWSGX,đèn LED âm trần,90
2024-08-10,Yến Lê,phòng nhân sự,90E36,đèn cảm ứng,9
2024-07-05,Hoàng Phú Mai,phòng R&D,89S2Z8,đèn LED tròn,90
2024-06-15,Bà Mai Bùi,phòng nhân sự,0756U,đèn LED âm trần,93
2025-02-16,Lan Dương,phòng R&D,8O939,đèn LED tròn,14
2024-02-03,Cô Linh Hoàng,phòng nhân sự,94KJL1,đèn bàn học,45
2024-02-09,Kim Mai,phòng nhân sự,2XOBKP,đèn LED tròn,10
2025-03-02,Anh Trung Dương,phòng kỹ thuật,YHCLA9,đèn LED tròn,100
2025-02-09,Bác Phúc Dương,phòng kinh doanh,GZ8TJ,đèn bàn học,57
2024-12-28,An Bùi,phòng kinh doanh,EMGP9L,đèn bàn học,73
2025-02-22,Cô Ánh Vũ,phòng kinh doanh,M56GB2,đèn cảm ứng,83
2024-02-15,Bảo Dương,phòng kỹ thuật,F8L19,đèn cảm ứng,78
2024-12-31,Dũng Nguyễn,phòng kinh doanh,9N01U5,đèn LED âm trần,67
2025-01-14,Bảo Bùi,phòng nhân sự,5SIKE,đèn LED tròn,47
2024-07-24,Bảo Bùi,phòng R&D,DE29N,đèn LED âm trần,33
2024-03-05,Anh Tấn Trần,phòng nhân sự,VPTBED,đèn LED âm trần,37
2024-03-30,Trọng Phạm,phòng nhân sự,GWN9N9,đèn bàn học,80
2024-09-19,Ông Trung Dương,phòng R&D,DZJPL5,đèn LED tròn,78
2024-09-10,Thành Đức Hoàng,phòng nhân sự,AB0IA,đèn LED tròn,26
2024-11-29,Châu Đặng,phòng R&D,47QIG,đèn cảm ứng,18
2024-06-28,Quang Mai Bảo Phạm,phòng kinh doanh,8TY6K,đèn LED tròn,5
2024-02-05,Cô Nhật Nguyễn,phòng R&D,522J4,đèn LED âm trần,26
2024-01-11,Quý cô An Hoàng,phòng R&D,ZW37T,đèn cảm ứng,48
2024-04-25,Nhật Lê,phòng nhân sự,U23WTN,đèn LED tròn,76
2024-06-19,Cô Hạnh Mai,phòng R&D,K26EHF,đèn LED âm trần,55
2024-11-30,Khoa Mai Hoàng,phòng kỹ thuật,FZN5JU,đèn LED tròn,98
2024-07-09,Nhật Dương,phòng nhân sự,0SER9R,đèn LED tròn,44
2024-08-14,Lâm Hữu Hoàng,phòng R&D,HMNFD,đèn LED âm trần,98
2024-08-14,Lâm Đức Vũ,phòng kinh doanh,B303WA,đèn cảm ứng,31
2024-10-15,Tú Trần,phòng kinh doanh,8GV9K,đèn bàn học,14
2024-05-30,Linh Dương,phòng R&D,A90ED,đèn LED tròn,82
2024-10-21,Bác Anh Lê,phòng nhân sự,5IY2Z,đèn LED tròn,83
2025-04-04,Bà Yến Mai,phòng R&D,4ATQSR,đèn bàn học,6
2024-09-14,Hạnh Xuân Bùi,phòng nhân sự,M0DF3,đèn cảm ứng,79
2024-02-18,Vũ Đức Bùi,phòng nhân sự,EFQPXV,đèn bàn học,83
2025-03-06,Thành Hoàng,phòng kỹ thuật,QOFW8U,đèn LED tròn,53
2024-07-13,Hồng Bùi,phòng kỹ thuật,6VY0L,đèn bàn học,50
2024-09-30,Cô Bảo Vũ,phòng nhân sự,ZLYAX,đèn LED tròn,30
2024-10-31,Anh Tú Hoàng,phòng kỹ thuật,YI2W7B,đèn LED tròn,7
2024-08-06,Thành Phạm,phòng R&D,MOTCNT,đèn LED tròn,3
2024-06-11,Ông Trung Nguyễn,phòng kinh doanh,T0CMX,đèn LED tròn,30
2025-01-28,Ông Huy Dương,phòng kỹ thuật,3XKP1,đèn bàn học,55
2024-05-22,Quý ông Nhiên Nguyễn,phòng R&D,0GG91Z,đèn LED âm trần,28
2025-02-14,Bà Nhật Mai,phòng nhân sự,O92VCS,đèn cảm ứng,8
2025-03-11,Vi Đặng,phòng nhân sự,ABVB1,đèn LED tròn,84
2024-02-05,Tú Đặng,phòng kinh doanh,F7O0X,đèn bàn học,13
2024-09-11,Thành Bùi,phòng kinh doanh,UUXJ28,đèn LED tròn,93
2024-12-28,Hải Hải Lê,phòng R&D,APA37G,đèn LED tròn,82
2024-03-11,Ông Anh Vũ,phòng kinh doanh,I1KPDN,đèn bàn học,65
2024-12-26,Quý ông Tú Phạm,phòng R&D,MJHEAX,đèn LED âm trần,50
2025-03-23,Ánh Phạm,phòng R&D,X4TK7,đèn LED tròn,79
2024-06-08,Bà Dương Hoàng,phòng kỹ thuật,A75JM,đèn LED âm trần,57
2025-01-26,Bà Vân Phạm,phòng kinh doanh,HBAAR,đèn bàn học,61
2024-05-03,Cô Lâm Mai,phòng R&D,A8GCN1,đèn bàn học,4
2024-11-20,Ngọc Nguyễn,phòng kinh doanh,3KFYY3,đèn cảm ứng,32
2024-04-03,Phương Hữu Dương,phòng kinh doanh,0GGDQ,đèn LED âm trần,3
2024-05-27,Hải Vũ,phòng kinh doanh,ENMNG,đèn cảm ứng,74
2024-12-02,Thành Phạm,phòng kinh doanh,K6HLK,đèn cảm ứng,38
