Date,Employee_Name,KPI_code,region,product_name,Số KPI
2024-02-20,Chị Lan Hoàng,XZF0I,miền Bắc,đèn cảm ứng,40
2024-11-02,Bác Thành Đặng,IUAWD,miền Bắc,đèn bàn học,246
2024-02-27,Bà Linh Lê,U35V2,miền Nam,đèn bàn học,753
2025-03-19,Kim Hữu Phạm,ZQ9KNL,miền Bắc,đèn LED âm trần,854
2025-02-27,Yến Đặng,9I62TG,miền Trung,đèn bàn học,665
2025-03-09,Tú Đức Phạm,U2BC0,miền Trung,đèn LED âm trần,843
2025-03-08,Phương Quang Bùi,WYN2S,miền Nam,đèn LED âm trần,769
2024-10-28,Bà Nhật Đặng,J0IEAI,miền Bắc,đèn LED âm trần,926
2024-04-02,Nhật Dương,P50AN,miền Nam,đèn LED tròn,622
2024-07-27,Bà Linh Bùi,7RBMUJ,miền Nam,đèn LED âm trần,992
2025-03-29,Chị Hạnh Đặng,9VI2F1,miền Trung,đèn LED tròn,50
2024-10-08,Quang Trí Nguyễn,OJLILG,miền Trung,đèn LED âm trần,582
2024-07-02,Quý ông Khoa Mai,PXIYQ,miền Trung,đèn LED tròn,496
2024-06-25,Hà Đặng,0ISVQ1,miền Bắc,đèn bàn học,347
2025-01-29,An Xuân Vũ,12YMO1,miền Trung,đèn LED âm trần,496
2025-03-28,Vi Mai,2F7JSV,miền Bắc,đèn bàn học,61
2025-03-11,Bác Khoa Hoàng,BMRZI,miền Bắc,đèn LED âm trần,987
2024-11-08,Dũng Quang Mai,N76NU7,miền Bắc,đèn cảm ứng,791
2024-08-04,Thành Mai Phạm,ZUOSK,miền Nam,đèn LED tròn,101
2024-03-09,Quý cô Ánh Đặng,15UEKZ,miền Bắc,đèn bàn học,463
2024-08-30,Chi Dương,REZVY,miền Trung,đèn LED tròn,940
2024-02-28,Tùng Hoàng,GOXBW,miền Trung,đèn cảm ứng,242
2024-09-10,Anh Quang Trần,NSM0R,miền Trung,đèn bàn học,398
2024-06-04,Vũ Trần,5P2AFT,miền Bắc,đèn LED tròn,728
2025-02-15,Hương Trần,5JZT2I,miền Trung,đèn cảm ứng,132
2024-10-27,Nhật Bùi,9L6POS,miền Bắc,đèn cảm ứng,255
2024-06-20,Hương Đặng,K2MD4,miền Bắc,đèn cảm ứng,730
2024-10-31,Hồng Lê,5NXW0,miền Bắc,đèn LED tròn,954
2024-09-04,Trọng Hải Đặng,QEAH62,miền Nam,đèn LED âm trần,623
2024-12-21,Minh Đặng,2IHW4,miền Bắc,đèn LED tròn,370
2024-11-11,Cô Lan Đặng,K6BOWV,miền Trung,đèn bàn học,212
2024-02-11,Khoa Mai,SZVIBI,miền Trung,đèn LED âm trần,206
2025-02-21,Tú Đặng,9BSN8,miền Nam,đèn cảm ứng,614
2024-10-26,Quý ông Huy Trần,0U9AY,miền Nam,đèn LED âm trần,943
2024-01-06,Anh Dũng Phạm,OIRL2,miền Nam,đèn bàn học,306
2024-09-06,Khoa Đặng,MK462,miền Trung,đèn bàn học,735
2025-03-18,Xuân Vũ,LFJI4H,miền Nam,đèn LED âm trần,576
2025-02-19,Bà Khoa Mai,IM8WHK,miền Bắc,đèn LED tròn,70
2025-01-30,Bà Thảo Dương,MOKPH,miền Trung,đèn bàn học,896
2024-05-26,Hoàng Phú Phạm,B194S,miền Nam,đèn LED âm trần,916
2024-12-31,Nam Hoàng,J2X0Z,miền Bắc,đèn LED tròn,846
2024-01-17,Châu Thế Nguyễn,KSMIQ,miền Nam,đèn bàn học,626
2024-09-13,Chi Nguyễn,P13NXL,miền Trung,đèn bàn học,397
2024-07-18,Trung Trần,SBDXV,miền Trung,đèn bàn học,839
2024-01-19,Anh Quang Vũ,PLV52,miền Nam,đèn LED âm trần,332
2024-10-31,Dương Nguyễn,T7VWV7,miền Trung,đèn LED tròn,430
2024-06-03,Chị Hà Dương,DHPUKI,miền Bắc,đèn bàn học,761
2024-07-31,Nhật Hoàng Trần,E1HOLO,miền Trung,đèn cảm ứng,814
2024-02-03,Tùng Bùi,SHTD41,miền Bắc,đèn LED âm trần,661
2024-05-26,Chi Đặng,2ZUGQ2,miền Bắc,đèn LED tròn,396
2025-03-26,Chi Đặng,AS1JRE,miền Nam,đèn bàn học,219
2025-02-19,An Mai,FAMNON,miền Nam,đèn bàn học,284
2024-02-01,Hoàng Đặng,53MPI,miền Trung,đèn bàn học,571
2025-03-23,Phúc Hải Lê,7J5LB,miền Trung,đèn cảm ứng,827
2024-03-21,Bảo Hoàng,DJO8Q,miền Trung,đèn cảm ứng,662
2024-10-21,Linh Vũ,SB9FB7,miền Trung,đèn cảm ứng,296
2024-02-04,Vũ Thị Vũ,AYP61,miền Nam,đèn LED tròn,710
2025-02-10,Bác Quang Dương,FPTRBH,miền Bắc,đèn LED tròn,420
2024-07-10,Quang Hữu Vũ,SXRYKA,miền Nam,đèn cảm ứng,535
2025-03-24,Hoàng Hoàng Mai,MXGEY1,miền Bắc,đèn bàn học,837
2024-03-16,Nhật Bảo Nguyễn,U3QYR,miền Nam,đèn LED âm trần,950
2024-04-28,Lan Mai,42MDLO,miền Nam,đèn bàn học,272
2025-02-14,Nhật Đức Phạm,TO0EJ,miền Bắc,đèn bàn học,665
2024-02-09,An Dương,TOCVH,miền Nam,đèn cảm ứng,233
2024-11-14,Bảo Quang Nguyễn,UVJ0AL,miền Bắc,đèn cảm ứng,152
2024-01-21,Phúc Bùi,MYBWX,miền Nam,đèn cảm ứng,376
2024-09-10,Khoa Nguyễn,0LBE6,miền Nam,đèn LED âm trần,101
2024-01-01,Chị Bảo Phạm,SB9UG3,miền Nam,đèn LED tròn,80
2025-01-30,Hải Mai,ZRHM3Q,miền Nam,đèn LED âm trần,259
2024-09-25,Hải Dương,3HUBW,miền Trung,đèn LED tròn,599
2024-09-21,Dũng Trí Vũ,96SMG,miền Nam,đèn LED tròn,607
2025-03-18,Chị Ngọc Mai,AKPQUC,miền Bắc,đèn LED tròn,268
2024-04-01,Hạnh Mai,K479BG,miền Nam,đèn LED tròn,139
2024-11-10,Chị Thành Trần,XX4HXS,miền Nam,đèn LED âm trần,914
2024-08-09,Dương Đặng,Y4Y7H9,miền Trung,đèn LED tròn,338
2024-12-21,Quý ông Quang Đặng,4PTGWU,miền Trung,đèn cảm ứng,995
2024-05-02,Thành Hải Bùi,1K4LKE,miền Bắc,đèn LED âm trần,212
2024-12-30,Dũng Đức Hoàng,GF3KQ,miền Nam,đèn bàn học,716
2024-04-08,Trung Trí Lê,44RBDX,miền Bắc,đèn bàn học,618
2024-10-29,Cô Hương Mai,IAIHP,miền Trung,đèn LED âm trần,299
2024-03-23,Quý cô Hương Nguyễn,M4YL6C,miền Bắc,đèn LED âm trần,611
2024-09-12,Bác Hoàng Trần,1PBHO,miền Trung,đèn LED tròn,92
2024-03-24,Kim Lê,MB80M,miền Nam,đèn LED âm trần,282
2024-05-16,Hưng Đức Nguyễn,X73IM,miền Nam,đèn bàn học,343
2024-09-22,Thảo Phạm,43RJ5W,miền Bắc,đèn LED tròn,220
2025-02-26,Chi Dương,3T37FM,miền Trung,đèn LED âm trần,641
2024-12-21,Cô Hải Lê,DSX1W,miền Nam,đèn LED tròn,852
2024-06-11,Mai Bùi,6YZABU,miền Nam,đèn bàn học,825
2024-06-19,Khoa Trần,W6SIZ2,miền Nam,đèn bàn học,779
2024-10-11,Yến Phạm,U2V0M,miền Trung,đèn LED tròn,411
2024-03-25,Quý ông Tùng Hoàng,BMULL,miền Nam,đèn LED âm trần,695
2024-10-31,Hà Xuân Lê,10YXP,miền Bắc,đèn cảm ứng,790
2024-03-06,Anh Quang Mai,O9ZETJ,miền Trung,đèn cảm ứng,197
2024-02-01,Hạnh Phạm,YZXQM,miền Trung,đèn cảm ứng,750
2024-09-24,Vân Dương,5ZMUE,miền Nam,đèn LED tròn,184
2024-12-28,Chị Xuân Bùi,TVLL6B,miền Trung,đèn cảm ứng,779
2024-03-23,Cô Ngọc Trần,CSR7ZB,miền Bắc,đèn cảm ứng,813
2024-04-23,Quý cô Hồng Trần,I8BYCT,miền Nam,đèn LED tròn,852
2024-10-23,Quang Đức Đặng,TPHEKE,miền Trung,đèn cảm ứng,542
2024-05-18,Nhiên Đức Dương,ZXMH1,miền Bắc,đèn LED tròn,511
2024-06-19,Lan Lê,8VBCEJ,miền Trung,đèn cảm ứng,680
2025-02-09,Cô Linh Bùi,OD5GP6,miền Trung,đèn cảm ứng,233
2024-08-07,Bảo Bảo Bùi,SSF61,miền Trung,đèn LED âm trần,42
2024-02-27,Dũng Hải Phạm,CURIM4,miền Bắc,đèn LED tròn,511
2024-05-14,Bảo Nguyễn,MJOR8,miền Nam,đèn LED âm trần,402
2024-02-29,Cô Thành Bùi,V885UT,miền Trung,đèn LED âm trần,812
2024-02-16,Hải Mai,4BBVU,miền Nam,đèn LED tròn,66
2025-03-05,Trọng Bùi,51WOW,miền Nam,đèn LED âm trần,401
2024-06-22,Ông Vũ Hoàng,U6X5H2,miền Nam,đèn bàn học,440
2024-02-05,Quý cô Nhật Hoàng,T64Z3,miền Nam,đèn LED âm trần,395
2024-04-18,Thành Thị Lê,BD7D3K,miền Nam,đèn bàn học,120
2025-04-04,An Bùi,TX8KD,miền Bắc,đèn LED tròn,238
2025-03-21,Cô Kim Phạm,4QFGTW,miền Bắc,đèn bàn học,663
2025-02-17,Bà Vân Dương,4YO2N,miền Trung,đèn LED tròn,728
2024-08-17,Hương Hoàng,HTL16,miền Bắc,đèn cảm ứng,807
2024-07-30,Lâm Lê,BWQ5S,miền Bắc,đèn LED âm trần,936
2024-12-18,Duyên Phạm,NVP79,miền Trung,đèn LED tròn,978
2024-10-30,Anh Mai,P5E7ME,miền Trung,đèn cảm ứng,383
2024-03-03,Tú Dương,7BSJ3C,miền Trung,đèn cảm ứng,6
2025-03-14,Quý cô Ánh Đặng,1A9Q0G,miền Trung,đèn LED âm trần,698
2024-08-08,Bác Trọng Vũ,JE1V2Q,miền Trung,đèn cảm ứng,968
2024-08-11,Phương Hải Bùi,TV80BY,miền Trung,đèn cảm ứng,337
2024-01-12,Quý cô Hồng Bùi,I8U0YR,miền Trung,đèn cảm ứng,110
2024-06-06,Duyên Bùi,7QEMK,miền Nam,đèn cảm ứng,737
2024-08-17,Hải Hoàng,VWYH4,miền Nam,đèn LED tròn,498
2024-06-30,Nhật Mai Hoàng,VALWW1,miền Bắc,đèn LED âm trần,8
2025-03-31,Bà Linh Mai,3DWWS,miền Trung,đèn LED âm trần,428
2024-01-20,Phúc Mai Trần,18KVG,miền Nam,đèn LED tròn,528
2024-12-07,Hoàng Trần,GC695X,miền Nam,đèn cảm ứng,417
2024-04-09,Ông Khoa Nguyễn,26WE0,miền Bắc,đèn bàn học,901
2024-12-08,Chị Hải Bùi,DWWW73,miền Bắc,đèn LED tròn,463
2025-04-04,Cô Vân Vũ,YJMDM,miền Nam,đèn LED tròn,502
2024-12-23,Vân Vũ,VMCDO,miền Trung,đèn LED âm trần,60
2024-07-16,Lan Phạm,9K9I0,miền Nam,đèn LED âm trần,301
2025-02-22,Anh Mai,9IEE3,miền Trung,đèn cảm ứng,379
2024-05-14,Cô Vi Vũ,U6VEI,miền Bắc,đèn LED tròn,91
2024-12-10,Quý cô Kim Nguyễn,JCLSUN,miền Nam,đèn LED tròn,778
2024-06-28,Khoa Hoàng,5RDD2S,miền Nam,đèn bàn học,965
2024-01-07,Bảo Mai Hoàng,SL70I,miền Nam,đèn cảm ứng,564
2024-01-14,Xuân Vũ,4LHSUC,miền Nam,đèn LED âm trần,319
2024-01-30,Cô Hạnh Lê,TS4LE,miền Trung,đèn LED tròn,937
2024-04-21,Cô Duyên Nguyễn,U1WQU,miền Trung,đèn bàn học,325
2025-04-05,Hoàng Quang Mai,QDNCN1,miền Bắc,đèn bàn học,505
2024-06-19,Ông Châu Mai,AGGC3,miền Nam,đèn LED âm trần,235
2024-01-06,Hạnh Đức Dương,18DWQQ,miền Bắc,đèn bàn học,577
2024-03-06,Chị Bảo Đặng,6OIW1,miền Nam,đèn bàn học,834
2024-09-08,Lâm Bảo Phạm,NJBE4P,miền Bắc,đèn cảm ứng,782
2024-02-20,Dũng Phạm,R8HUSQ,miền Nam,đèn LED âm trần,762
2024-03-16,Khoa Đặng,KQISPR,miền Trung,đèn bàn học,737
2024-09-18,Anh Nhiên Bùi,W690AF,miền Trung,đèn bàn học,647
2024-08-15,Trung Lê,I9W6JN,miền Nam,đèn LED âm trần,42
2025-01-14,Hà Đức Vũ,TS8EZN,miền Trung,đèn cảm ứng,58
2024-10-21,Anh Hưng Hoàng,WNCXS,miền Trung,đèn LED âm trần,804
2024-03-19,Nhật Mai,KE1YD,miền Bắc,đèn cảm ứng,383
2024-05-18,Nhiên Phạm,L46BO,miền Bắc,đèn LED tròn,462
2025-02-13,Hưng Đức Vũ,Y70BCV,miền Bắc,đèn LED âm trần,926
2024-02-02,Hạnh Trí Trần,9NDU7,miền Bắc,đèn LED âm trần,763
2024-12-17,Quang Bùi,3PRAL,miền Bắc,đèn cảm ứng,409
2024-08-03,Thành Hoàng,MECV69,miền Trung,đèn cảm ứng,395
2025-01-09,Kim Phạm,TVPHKH,miền Nam,đèn cảm ứng,682
2024-07-10,Anh Trung Trần,N8XPW,miền Nam,đèn cảm ứng,858
2024-06-22,Hoàng Đặng,WWM4S,miền Nam,đèn LED âm trần,452
2024-09-30,Hạnh Lê,KMI3S,miền Trung,đèn LED âm trần,979
2024-06-10,Tùng Mai Lê,G7BG39,miền Bắc,đèn LED âm trần,263
2025-01-07,Anh Nam Mai,2CDY06,miền Nam,đèn bàn học,229
2024-01-01,Quý cô Thảo Đặng,BJVAH,miền Nam,đèn LED âm trần,340
2024-10-18,Nhật Thị Trần,MBLHXB,miền Trung,đèn cảm ứng,59
2024-08-23,Bác Quang Vũ,HRMIL5,miền Bắc,đèn bàn học,988
2024-09-01,Bà Vân Trần,LHAT5,miền Trung,đèn LED tròn,563
2024-02-11,Hà Quang Hoàng,MRPU67,miền Bắc,đèn bàn học,798
2024-09-26,Quý ông Khoa Đặng,SSBT8,miền Trung,đèn LED tròn,45
2024-10-11,Phúc Lê,C6SYI9,miền Nam,đèn cảm ứng,762
2025-02-03,Bà Xuân Bùi,NDEE7,miền Nam,đèn bàn học,529
2024-07-30,Nhật Vũ,H978P,miền Bắc,đèn cảm ứng,433
2024-07-26,Hạnh Trần,9OFMB,miền Nam,đèn LED âm trần,596
2024-10-05,Thảo Mai,9FCBA,miền Trung,đèn LED âm trần,592
2024-11-22,Bà Vi Dương,9MVN0,miền Nam,đèn LED tròn,649
2024-05-23,Cô Bảo Dương,IGFCTD,miền Nam,đèn LED tròn,990
2025-02-02,Quý cô Chi Mai,DA1QI0,miền Trung,đèn bàn học,625
2024-08-03,Quý ông Hoàng Mai,1NLZE,miền Trung,đèn LED tròn,228
2024-01-09,Bà Dương Lê,8UHL28,miền Nam,đèn bàn học,455
2024-03-17,Cô Duyên Vũ,JLVNQJ,miền Bắc,đèn bàn học,216
2024-11-09,Quý cô Vân Hoàng,8OCIQ,miền Trung,đèn LED tròn,589
2025-01-25,Quang Mai,E2AN1,miền Nam,đèn LED âm trần,388
2024-05-04,Dũng Mai Phạm,WRS8VQ,miền Bắc,đèn cảm ứng,786
2025-03-31,Tùng Dương,MYX7N,miền Trung,đèn cảm ứng,630
2025-02-07,Ông Minh Mai,GEK1G,miền Bắc,đèn bàn học,129
2024-02-15,Vũ Trần,9TOLM,miền Trung,đèn bàn học,990
2024-06-20,Bà An Lê,PEWJL,miền Nam,đèn LED tròn,228
2024-11-19,Vũ Hoàng,QLEG3V,miền Trung,đèn LED âm trần,25
2024-01-30,Nhật Thị Lê,V7X98,miền Trung,đèn bàn học,872
2024-02-17,Ông Vũ Vũ,T7DSE,miền Bắc,đèn LED âm trần,625
2025-03-20,Nhật Trí Đặng,4RGXG5,miền Bắc,đèn LED âm trần,540
2024-07-28,Quang Mai Bảo Đặng,7ZEOP,miền Nam,đèn cảm ứng,558
2024-07-07,Nhật Dương,BCY10,miền Nam,đèn cảm ứng,819
2024-03-17,Dương Bùi,Q3FVML,miền Nam,đèn bàn học,400
2024-04-24,Bảo Mai,UZOMSS,miền Nam,đèn LED âm trần,702
2025-01-27,Ánh Trần,HD7I2P,miền Nam,đèn LED tròn,468
2025-02-12,Linh Đặng,MBLVER,miền Nam,đèn cảm ứng,431
2024-07-22,Lâm Vũ,FWZME,miền Bắc,đèn LED tròn,592
2024-09-22,Trung Tấn Vũ,U7C7I,miền Nam,đèn LED tròn,813
2024-12-25,Bác Anh Đặng,FKGRUQ,miền Trung,đèn LED tròn,133
2024-06-12,Khoa Vũ,HTZQV,miền Bắc,đèn LED âm trần,412
2024-10-14,Thành Phú Dương,W0FN75,miền Trung,đèn LED tròn,459
2024-05-03,Châu Xuân Vũ,59FCT9,miền Nam,đèn LED tròn,311
2024-08-20,Bác Hưng Lê,Z9S8X,miền Trung,đèn LED tròn,866
2024-06-02,Hạnh Mai,7NWZR,miền Trung,đèn bàn học,311
2024-04-18,Bà Lâm Trần,I8QEYX,miền Trung,đèn cảm ứng,781
2024-12-27,Khoa Nguyễn,MDHUP,miền Bắc,đèn LED tròn,280
2024-02-03,Bảo Mai,GGYNN,miền Nam,đèn bàn học,779
2025-02-21,Quý cô Chi Dương,GDTPJ,miền Trung,đèn cảm ứng,370
2024-08-29,Cô Dương Phạm,0EHYP,miền Trung,đèn LED âm trần,734
2024-12-26,Hà Hoàng,SVO9FI,miền Bắc,đèn LED tròn,639
2024-07-30,Phương Bảo Đặng,S2Q8X4,miền Nam,đèn LED âm trần,504
2024-08-10,Yến Lê,T7VBB,miền Nam,đèn cảm ứng,336
2024-07-05,Hoàng Phú Mai,B2HZ4,miền Nam,đèn LED tròn,876
2024-06-15,Bà Mai Bùi,DTOC74,miền Trung,đèn LED âm trần,73
2025-02-16,Lan Dương,WIFDE,miền Bắc,đèn LED tròn,867
2024-02-03,Cô Linh Hoàng,I5MYTV,miền Trung,đèn bàn học,278
2024-02-09,Kim Mai,WK67LW,miền Nam,đèn LED tròn,690
2025-03-02,Anh Trung Dương,Z4CMNA,miền Trung,đèn LED tròn,422
2025-02-09,Bác Phúc Dương,DQ18Y,miền Bắc,đèn bàn học,403
2024-12-28,An Bùi,87NUOC,miền Bắc,đèn bàn học,161
2025-02-22,Cô Ánh Vũ,BB84RT,miền Trung,đèn cảm ứng,876
2024-02-15,Bảo Dương,0BS1T,miền Trung,đèn cảm ứng,222
2024-12-31,Dũng Nguyễn,EUKEX1,miền Bắc,đèn LED âm trần,544
2025-01-14,Bảo Bùi,55NCL,miền Nam,đèn LED tròn,933
2024-07-24,Bảo Bùi,MVX3VG,miền Nam,đèn LED âm trần,536
2024-03-05,Anh Tấn Trần,W48YZ,miền Trung,đèn LED âm trần,257
2024-03-30,Trọng Phạm,2GJU1V,miền Trung,đèn bàn học,591
2024-09-19,Ông Trung Dương,32PZ3,miền Trung,đèn LED tròn,202
2024-09-10,Thành Đức Hoàng,5VCYWI,miền Trung,đèn LED tròn,101
2024-11-29,Châu Đặng,IR665F,miền Trung,đèn cảm ứng,956
2024-06-28,Quang Mai Bảo Phạm,LUUX0J,miền Nam,đèn LED tròn,135
2024-02-05,Cô Nhật Nguyễn,C7DWM4,miền Bắc,đèn LED âm trần,792
2024-01-11,Quý cô An Hoàng,DOOA8,miền Nam,đèn cảm ứng,946
2024-04-25,Nhật Lê,V1Z06,miền Trung,đèn LED tròn,940
2024-06-19,Cô Hạnh Mai,H52IP,miền Nam,đèn LED âm trần,238
2024-11-30,Khoa Mai Hoàng,R3A3L,miền Nam,đèn LED tròn,712
2024-07-09,Nhật Dương,0J6U1F,miền Trung,đèn LED tròn,885
2024-08-14,Lâm Hữu Hoàng,1FHERE,miền Trung,đèn LED âm trần,706
2024-08-14,Lâm Đức Vũ,XGDIP,miền Bắc,đèn cảm ứng,387
2024-10-15,Tú Trần,LBF62,miền Trung,đèn bàn học,16
2024-05-30,Linh Dương,D4HREM,miền Trung,đèn LED tròn,125
2024-10-21,Bác Anh Lê,LZTGKJ,miền Nam,đèn LED tròn,453
2025-04-04,Bà Yến Mai,7AFVRE,miền Bắc,đèn bàn học,144
2024-09-14,Hạnh Xuân Bùi,EY23T,miền Nam,đèn cảm ứng,703
2024-02-18,Vũ Đức Bùi,4FNTLH,miền Nam,đèn bàn học,711
2025-03-06,Thành Hoàng,CBQ1PD,miền Bắc,đèn LED tròn,558
2024-07-13,Hồng Bùi,DVSADW,miền Bắc,đèn bàn học,949
2024-09-30,Cô Bảo Vũ,XAHSFW,miền Bắc,đèn LED tròn,235
2024-10-31,Anh Tú Hoàng,5KO6TV,miền Nam,đèn LED tròn,898
2024-08-06,Thành Phạm,0TLUL,miền Bắc,đèn LED tròn,268
2024-06-11,Ông Trung Nguyễn,UEJDC,miền Bắc,đèn LED tròn,226
2025-01-28,Ông Huy Dương,IWOS5D,miền Bắc,đèn bàn học,493
2024-05-22,Quý ông Nhiên Nguyễn,ZG5NI5,miền Bắc,đèn LED âm trần,242
2025-02-14,Bà Nhật Mai,WC9R84,miền Trung,đèn cảm ứng,964
2025-03-11,Vi Đặng,WFQRW,miền Nam,đèn LED tròn,584
2024-02-05,Tú Đặng,JV1Z6V,miền Trung,đèn bàn học,936
2024-09-11,Thành Bùi,GTB0KA,miền Bắc,đèn LED tròn,193
2024-12-28,Hải Hải Lê,33A6OU,miền Nam,đèn LED tròn,773
2024-03-11,Ông Anh Vũ,IL71L,miền Bắc,đèn bàn học,892
2024-12-26,Quý ông Tú Phạm,6MC1J5,miền Nam,đèn LED âm trần,379
2025-03-23,Ánh Phạm,XTZ4VX,miền Nam,đèn LED tròn,117
2024-06-08,Bà Dương Hoàng,Z9MRW4,miền Trung,đèn LED âm trần,188
2025-01-26,Bà Vân Phạm,WUVFLR,miền Nam,đèn bàn học,318
2024-05-03,Cô Lâm Mai,00EAO,miền Nam,đèn bàn học,627
2024-11-20,Ngọc Nguyễn,FP7Y9R,miền Bắc,đèn cảm ứng,716
2024-04-03,Phương Hữu Dương,87QROO,miền Trung,đèn LED âm trần,587
2024-05-27,Hải Vũ,JB83IU,miền Bắc,đèn cảm ứng,551
2024-12-02,Thành Phạm,0YNLE,miền Nam,đèn cảm ứng,233
2024-02-21,Ngọc Bùi,HUIJ1Y,miền Bắc,đèn cảm ứng,584
2024-04-22,Chị Bảo Dương,ZLBP8,miền Nam,đèn LED âm trần,145
2024-10-18,Hạnh Hải Lê,LLD1B,miền Trung,đèn LED tròn,248
2024-03-06,Hưng Hải Hoàng,1W9407,miền Bắc,đèn cảm ứng,250
2024-09-06,Chị Thành Bùi,GQUH5D,miền Bắc,đèn cảm ứng,530
2025-01-28,Thành Nguyễn,IFLOLK,miền Bắc,đèn bàn học,748
2024-03-04,Bác Châu Đặng,8AD6V,miền Trung,đèn cảm ứng,668
2024-06-19,Cô Phương Vũ,0131N3,miền Nam,đèn LED âm trần,31
2024-08-23,Huy Dương,BDHCJE,miền Trung,đèn LED tròn,238
2024-08-08,Bà Vi Hoàng,4C0XI0,miền Bắc,đèn cảm ứng,364
2025-01-24,Lâm Trí Mai,SN63E,miền Bắc,đèn LED âm trần,743
2024-06-05,Tú Trần,LR87I,miền Bắc,đèn LED tròn,650
2024-12-03,Anh Quang Trần,07PB2,miền Bắc,đèn LED tròn,314
2024-04-19,Bà Ngọc Bùi,G9SVT,miền Trung,đèn LED tròn,319
2024-12-31,Phương Đặng,MTNUQN,miền Trung,đèn LED âm trần,98
2025-01-08,Bà Hạnh Dương,5DR2G,miền Trung,đèn LED tròn,435
2024-07-15,Lan Trần,1D7S9,miền Trung,đèn LED âm trần,337
2024-10-11,Cô Mai Đặng,YNC10,miền Trung,đèn LED tròn,463
2025-04-07,Quý cô Duyên Vũ,1YM3J,miền Trung,đèn cảm ứng,376
2024-02-19,Trọng Thị Nguyễn,1YIIXX,miền Bắc,đèn LED âm trần,264
2024-06-10,Anh Châu Trần,UQPXPK,miền Trung,đèn LED tròn,257
2024-02-02,Cô Vi Trần,8LA5B,miền Trung,đèn bàn học,635
2024-04-23,Dương Bùi,ZHHAS,miền Bắc,đèn LED tròn,495
2024-06-14,Chị Phương Phạm,FC8Y47,miền Bắc,đèn cảm ứng,24
2024-05-17,Bác Huy Dương,9T99F,miền Trung,đèn LED tròn,500
2024-05-29,Chị Vi Mai,JNOHS,miền Bắc,đèn LED tròn,111
2024-02-19,Khoa Bùi,X23KV2,miền Trung,đèn LED âm trần,16
2024-12-04,Khoa Xuân Trần,WHUSK2,miền Bắc,đèn LED âm trần,652
2025-01-24,Trung Thị Dương,LHCXMY,miền Nam,đèn cảm ứng,190
2024-09-03,Hải Đặng,C5KUX,miền Trung,đèn LED tròn,600
2024-06-12,Cô Khoa Phạm,UIM9DI,miền Bắc,đèn bàn học,542
2024-07-26,Chị Khoa Hoàng,OCODM,miền Trung,đèn cảm ứng,683
2024-05-17,Thành Tấn Nguyễn,PIC4DO,miền Bắc,đèn LED âm trần,711
2024-09-09,Hà Đặng,5PMFX,miền Bắc,đèn cảm ứng,622
2024-10-28,Ông Trung Vũ,RJY9H,miền Trung,đèn cảm ứng,52
2025-03-04,Quý cô Chi Phạm,2F9XT,miền Trung,đèn cảm ứng,631
2024-03-24,Nhật Bùi,D3B53,miền Nam,đèn bàn học,379
2024-02-03,Bà Yến Lê,Z440F,miền Nam,đèn cảm ứng,437
2024-01-30,Bà Hạnh Mai,Z0291P,miền Trung,đèn LED tròn,828
2024-02-29,Chị Nhật Nguyễn,HR1PPW,miền Nam,đèn LED âm trần,776
2024-01-03,Trọng Mai,63UZC,miền Nam,đèn LED âm trần,798
2025-04-05,Anh Quang Lê,OHVS7,miền Nam,đèn cảm ứng,400
2025-03-24,Nhật Quang Mai,IGX7T,miền Bắc,đèn LED âm trần,76
2024-04-30,Thành Thị Vũ,JVDUN,miền Bắc,đèn bàn học,204
2024-11-03,Vân Lê,K41RW,miền Nam,đèn cảm ứng,335
2024-10-30,Bà Phương Mai,ZA5N4C,miền Nam,đèn LED tròn,363
2024-08-18,Tùng Hoàng,OTMAM,miền Nam,đèn LED tròn,427
2025-04-09,Lâm Thế Hoàng,0ERA1F,miền Trung,đèn cảm ứng,438
2024-08-01,Trọng Mai Bảo Phạm,F7C1R,miền Trung,đèn LED âm trần,280
2024-08-27,Hà Vũ,NP59IU,miền Trung,đèn LED tròn,881
2024-03-12,Quý ông Bảo Trần,VDMIF,miền Trung,đèn bàn học,975
2024-11-27,Phúc Dương,DP04OP,miền Trung,đèn LED tròn,138
2024-05-31,Lâm Đức Lê,V68R8F,miền Trung,đèn LED tròn,790
2024-03-31,Quang Bùi,N6NBB,miền Trung,đèn LED âm trần,646
2024-01-26,Trung Nguyễn,2OZ2N9,miền Nam,đèn LED âm trần,895
2025-01-11,Huy Bùi,6V302,miền Nam,đèn LED âm trần,543
2025-02-06,Cô Yến Trần,JRNP58,miền Nam,đèn cảm ứng,40
2024-07-05,Chị Thảo Lê,0LRJQ2,miền Trung,đèn bàn học,264
2024-05-02,Anh Trần,MD53I,miền Trung,đèn bàn học,317
2024-10-11,Chị Nhật Dương,M79INK,miền Trung,đèn LED âm trần,938
2025-02-05,Cô Linh Đặng,D4IJFZ,miền Nam,đèn bàn học,129
2024-06-04,Huy Nguyễn,WXCUKU,miền Trung,đèn cảm ứng,166
2025-04-07,Ánh Nguyễn,G8UL2,miền Nam,đèn LED âm trần,142
2024-06-15,Lâm Hoàng,Y86NNJ,miền Nam,đèn LED tròn,221
2024-10-09,Chị Bảo Lê,8A0YS,miền Bắc,đèn cảm ứng,100
2024-08-02,Tùng Trần,N0QA6,miền Bắc,đèn cảm ứng,813
2025-03-30,Cô Hải Phạm,GJEDF7,miền Bắc,đèn LED âm trần,663
