Date,Employee_Name,unit_code,product_name,Số lượng xuất,province
2024-03-12,Chị Xuân Bùi,công ty TNHH ABC,đèn LED tròn,97,Đà Nẵng
2024-07-09,Anh Quang Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,91,Hà Nội
2024-11-04,Hạnh Văn Vũ,công ty TNHH ABC,đèn LED tròn,4,Đà Nẵng
2024-03-01,Ông Nam Dương,công ty cổ phần XYZ,đèn LED âm trần,36,Đà Nẵng
2025-02-22,Quý cô Ánh Dương,công ty cổ phần XYZ,đèn cảm ứng,28,Hà Nội
2024-01-09,Chị Chi Phạm,công ty TNHH ABC,đèn LED tròn,34,Cần Thơ
2024-10-13,Hà Lê,công ty cổ phần XYZ,đèn LED tròn,21,Cần Thơ
2024-08-12,Dương Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,38,TP Hồ Chí Minh
2024-10-22,Phúc Hữu Trần,công ty TNHH Một Thành Viên 123,đèn LED tròn,11,Đà Nẵng
2024-03-09,Quý cô Hương Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,70,Hà Nội
2025-02-17,Chị An Bùi,công ty TNHH ABC,đèn LED tròn,5,Cần Thơ
2024-08-12,Ông Phúc Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,94,Hà Nội
2024-11-25,Kim Trí Hoàng,công ty TNHH ABC,đèn bàn học,2,Hà Nội
2025-03-11,Thành Xuân Mai,công ty TNHH ABC,đèn bàn học,32,Cần Thơ
2024-02-01,Kim Hoàng,công ty cổ phần XYZ,đèn bàn học,60,Đà Nẵng
2024-08-17,Nhật Hoàng Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,84,TP Hồ Chí Minh
2024-06-09,Bà Nhật Đặng,công ty TNHH ABC,đèn cảm ứng,31,Cần Thơ
2024-12-11,Chi Vũ,công ty cổ phần XYZ,đèn LED âm trần,1,TP Hồ Chí Minh
2024-08-24,Châu Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,81,Đà Nẵng
2024-08-29,Bác Bảo Phạm,công ty TNHH ABC,đèn LED tròn,5,TP Hồ Chí Minh
2024-01-24,Quý ông Châu Lê,công ty TNHH ABC,đèn LED tròn,2,Hà Nội
2024-03-29,Xuân Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,65,Cần Thơ
2024-11-15,Châu Trí Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,78,TP Hồ Chí Minh
2024-03-03,Bà Yến Trần,công ty TNHH ABC,đèn bàn học,71,Hà Nội
2024-12-22,Cô An Phạm,công ty cổ phần XYZ,đèn LED tròn,51,Đà Nẵng
2024-03-05,Lan Vũ,công ty TNHH ABC,đèn bàn học,53,Đà Nẵng
2024-08-09,Quý cô Vi Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,69,Đà Nẵng
2024-06-10,Yến Hoàng,công ty TNHH ABC,đèn LED âm trần,88,Hà Nội
2024-12-21,Quý cô Vi Phạm,công ty cổ phần XYZ,đèn cảm ứng,29,Hà Nội
2025-03-05,Chị Ánh Mai,công ty TNHH ABC,đèn cảm ứng,38,Hà Nội
2024-06-10,Bà Hải Hoàng,công ty cổ phần XYZ,đèn cảm ứng,55,Hà Nội
2024-05-02,Huy Bùi,công ty cổ phần XYZ,đèn LED âm trần,99,Hà Nội
2024-05-07,Nam Mai Bảo Nguyễn,công ty cổ phần XYZ,đèn LED tròn,93,Cần Thơ
2024-10-18,Chị Khoa Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,40,Hà Nội
2024-10-09,Phương Văn Hoàng,công ty TNHH ABC,đèn cảm ứng,64,TP Hồ Chí Minh
2024-10-20,Xuân Hoàng,công ty TNHH ABC,đèn bàn học,60,Cần Thơ
2024-12-05,Anh Thành Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,11,TP Hồ Chí Minh
2024-07-03,Bảo Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,15,Cần Thơ
2024-11-30,Quý cô Hà Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,92,TP Hồ Chí Minh
2024-06-17,Trung Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,71,Cần Thơ
2025-03-11,Khoa Hoàng,công ty cổ phần XYZ,đèn LED âm trần,32,Hà Nội
2024-09-23,Dương Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,29,Hà Nội
2024-10-31,Trung Hoàng,công ty cổ phần XYZ,đèn cảm ứng,37,Cần Thơ
2024-11-13,Thành Vũ,công ty TNHH ABC,đèn LED âm trần,4,Cần Thơ
2024-08-28,Bà Lan Nguyễn,công ty TNHH ABC,đèn LED âm trần,2,TP Hồ Chí Minh
2024-08-20,Quang Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,35,TP Hồ Chí Minh
2024-03-16,Hưng Hoàng Vũ,công ty cổ phần XYZ,đèn LED âm trần,75,Cần Thơ
2025-01-02,Lan Bùi,công ty TNHH ABC,đèn bàn học,11,Hà Nội
2024-01-26,Châu Tấn Đặng,công ty TNHH ABC,đèn cảm ứng,1,Đà Nẵng
2024-03-09,Phương Đặng,công ty cổ phần XYZ,đèn bàn học,34,Cần Thơ
2025-01-30,Bà Hải Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,99,TP Hồ Chí Minh
2025-03-08,Anh Minh Bùi,công ty TNHH ABC,đèn LED tròn,52,TP Hồ Chí Minh
2024-08-31,Huy Xuân Trần,công ty TNHH ABC,đèn bàn học,31,Đà Nẵng
2024-08-30,Ông Châu Dương,công ty cổ phần XYZ,đèn LED âm trần,61,TP Hồ Chí Minh
2024-10-15,Thành Văn Phạm,công ty TNHH ABC,đèn LED âm trần,59,Hà Nội
2024-03-03,Xuân Dương,công ty TNHH ABC,đèn cảm ứng,55,TP Hồ Chí Minh
2025-03-17,Thảo Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,24,TP Hồ Chí Minh
2024-12-31,Tú Văn Phạm,công ty cổ phần XYZ,đèn bàn học,93,Cần Thơ
2024-09-14,Quý ông Phúc Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,60,Hà Nội
2024-08-11,Cô Dương Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,8,Cần Thơ
2025-01-20,Ông Trọng Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,45,Hà Nội
2024-04-19,Anh Anh Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,74,Đà Nẵng
2024-08-19,Cô Hương Vũ,công ty cổ phần XYZ,đèn LED tròn,92,TP Hồ Chí Minh
2024-12-07,Phúc Mai,công ty TNHH ABC,đèn LED âm trần,92,Đà Nẵng
2024-07-24,Trung Bảo Lê,công ty TNHH ABC,đèn LED âm trần,36,Cần Thơ
2025-04-04,Anh Quang Phạm,công ty cổ phần XYZ,đèn bàn học,86,Hà Nội
2024-05-30,Yến Bùi,công ty cổ phần XYZ,đèn bàn học,26,Cần Thơ
2024-08-26,Khoa Dương,công ty TNHH ABC,đèn LED tròn,73,Đà Nẵng
2024-11-24,Phúc Tấn Mai,công ty TNHH ABC,đèn cảm ứng,1,TP Hồ Chí Minh
2024-12-31,An Phú Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,39,TP Hồ Chí Minh
2024-07-14,Ánh Trần,công ty TNHH ABC,đèn cảm ứng,92,Đà Nẵng
2024-01-25,Bà Hà Phạm,công ty cổ phần XYZ,đèn cảm ứng,6,TP Hồ Chí Minh
2024-12-23,Nhật Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,79,Cần Thơ
2025-01-30,Nhật Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,43,Cần Thơ
2024-12-24,Chị Lâm Hoàng,công ty TNHH ABC,đèn LED tròn,85,Đà Nẵng
2024-05-30,Ngọc Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,43,TP Hồ Chí Minh
2024-05-02,Trọng Thị Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,16,Cần Thơ
2024-12-16,Cô Nhật Phạm,công ty TNHH ABC,đèn cảm ứng,15,Đà Nẵng
2024-01-29,Quang Đức Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,38,TP Hồ Chí Minh
2024-11-03,Hạnh Mai Bảo Hoàng,công ty TNHH ABC,đèn bàn học,13,TP Hồ Chí Minh
2024-03-27,Phương Hoàng Mai,công ty TNHH Một Thành Viên 123,đèn cảm ứng,23,Đà Nẵng
2024-06-13,Xuân Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,100,TP Hồ Chí Minh
2024-05-10,An Mai Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,28,Cần Thơ
2024-01-20,Trung Hải Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,73,Đà Nẵng
2024-04-07,Quý ông Trung Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,4,Hà Nội
2024-10-23,Hoàng Đức Lê,công ty cổ phần XYZ,đèn cảm ứng,80,Đà Nẵng
2024-06-06,Hồng Vũ,công ty cổ phần XYZ,đèn cảm ứng,47,Cần Thơ
2025-01-27,Hải Hoàng,công ty TNHH ABC,đèn cảm ứng,57,Cần Thơ
2024-01-20,Bà Hồng Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,79,Cần Thơ
2024-06-12,Lâm Hải Lê,công ty cổ phần XYZ,đèn bàn học,69,Cần Thơ
2024-04-11,Bảo Bùi,công ty cổ phần XYZ,đèn cảm ứng,1,Cần Thơ
2024-05-07,Hoàng Hoàng Nguyễn,công ty TNHH ABC,đèn bàn học,39,Cần Thơ
2024-09-09,Ông Hưng Vũ,công ty cổ phần XYZ,đèn LED tròn,73,Hà Nội
2024-07-30,Nam Thế Lê,công ty cổ phần XYZ,đèn bàn học,70,TP Hồ Chí Minh
2024-07-25,Yến Dương,công ty cổ phần XYZ,đèn bàn học,11,Hà Nội
2024-01-22,Hưng Đức Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,51,Hà Nội
2024-03-12,Cô Chi Vũ,công ty TNHH ABC,đèn cảm ứng,68,Hà Nội
2025-03-28,Ánh Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,49,TP Hồ Chí Minh
2025-02-02,Quý ông Tú Phạm,công ty TNHH ABC,đèn bàn học,51,Đà Nẵng
2024-11-15,Nhật Bùi,công ty TNHH ABC,đèn LED tròn,18,TP Hồ Chí Minh
2024-10-15,Trung Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,99,Đà Nẵng
2024-08-08,Châu Đức Hoàng,công ty TNHH ABC,đèn bàn học,27,Hà Nội
2024-02-26,Cô Phương Vũ,công ty TNHH ABC,đèn LED tròn,56,TP Hồ Chí Minh
2024-04-09,Bác Trọng Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,17,Hà Nội
2024-04-03,Vi Lê,công ty TNHH ABC,đèn bàn học,4,TP Hồ Chí Minh
2024-11-02,Bác Khoa Dương,công ty TNHH ABC,đèn cảm ứng,54,TP Hồ Chí Minh
2024-09-10,Nhiên Hải Trần,công ty cổ phần XYZ,đèn LED âm trần,1,TP Hồ Chí Minh
2025-01-19,Trung Phú Vũ,công ty TNHH ABC,đèn LED âm trần,39,TP Hồ Chí Minh
2025-01-17,Nhật Hải Dương,công ty cổ phần XYZ,đèn LED tròn,14,Hà Nội
2025-03-12,Bác Thành Phạm,công ty cổ phần XYZ,đèn bàn học,62,Cần Thơ
2024-02-13,Trung Thế Dương,công ty cổ phần XYZ,đèn LED tròn,77,Hà Nội
2024-07-16,Hải Bùi,công ty TNHH ABC,đèn LED tròn,76,Hà Nội
2024-11-12,Hoàng Hữu Bùi,công ty cổ phần XYZ,đèn bàn học,79,Đà Nẵng
2024-07-26,Dũng Dương,công ty cổ phần XYZ,đèn LED âm trần,25,TP Hồ Chí Minh
2024-09-15,Hải Đức Lê,công ty TNHH ABC,đèn cảm ứng,84,TP Hồ Chí Minh
2024-12-10,Thành Văn Hoàng,công ty TNHH ABC,đèn cảm ứng,54,Cần Thơ
2025-01-12,An Hoàng,công ty TNHH ABC,đèn LED âm trần,92,Cần Thơ
2024-11-17,Quang Phú Phạm,công ty cổ phần XYZ,đèn LED tròn,98,Hà Nội
2025-01-03,Phúc Dương,công ty TNHH ABC,đèn LED âm trần,48,TP Hồ Chí Minh
2024-01-12,Anh Phúc Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,53,Cần Thơ
2024-09-20,Bà Bảo Hoàng,công ty TNHH ABC,đèn LED âm trần,4,Hà Nội
2024-10-11,Tú Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,30,Hà Nội
2024-03-24,Bà Nhật Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,67,Cần Thơ
2024-04-12,Ông Thành Nguyễn,công ty cổ phần XYZ,đèn bàn học,24,Hà Nội
2024-12-04,Nhật Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,13,TP Hồ Chí Minh
2025-01-24,Nam Trí Dương,công ty TNHH ABC,đèn LED âm trần,26,Cần Thơ
2024-11-15,Khoa Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,81,Hà Nội
2024-07-25,Quang Bùi,công ty TNHH ABC,đèn LED âm trần,100,Cần Thơ
2024-11-12,Hương Dương,công ty cổ phần XYZ,đèn LED âm trần,43,Hà Nội
2024-07-31,Trung Văn Đặng,công ty TNHH ABC,đèn LED tròn,63,TP Hồ Chí Minh
2024-12-20,Bà Phương Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,13,Cần Thơ
2024-12-14,Xuân Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,5,Hà Nội
2025-01-14,Chị Nhật Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,30,Cần Thơ
2024-12-14,Quý cô Phương Phạm,công ty cổ phần XYZ,đèn bàn học,88,Đà Nẵng
2024-08-01,Hoàng Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,20,Cần Thơ
2024-11-22,Quang Tấn Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,93,Đà Nẵng
2024-02-20,Chị Lan Hoàng,công ty TNHH ABC,đèn cảm ứng,21,TP Hồ Chí Minh
2024-11-02,Bác Thành Đặng,công ty cổ phần XYZ,đèn bàn học,69,TP Hồ Chí Minh
2024-02-27,Bà Linh Lê,công ty TNHH ABC,đèn bàn học,46,Cần Thơ
2025-03-19,Kim Hữu Phạm,công ty cổ phần XYZ,đèn LED âm trần,90,TP Hồ Chí Minh
2025-02-27,Yến Đặng,công ty cổ phần XYZ,đèn bàn học,36,Cần Thơ
2025-03-09,Tú Đức Phạm,công ty cổ phần XYZ,đèn LED âm trần,75,Cần Thơ
2025-03-08,Phương Quang Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,9,TP Hồ Chí Minh
2024-10-28,Bà Nhật Đặng,công ty TNHH ABC,đèn LED âm trần,67,Hà Nội
2024-04-02,Nhật Dương,công ty TNHH ABC,đèn LED tròn,30,Hà Nội
2024-07-27,Bà Linh Bùi,công ty cổ phần XYZ,đèn LED âm trần,99,Hà Nội
2025-03-29,Chị Hạnh Đặng,công ty cổ phần XYZ,đèn LED tròn,87,Hà Nội
2024-10-08,Quang Trí Nguyễn,công ty TNHH ABC,đèn LED âm trần,64,Cần Thơ
2024-07-02,Quý ông Khoa Mai,công ty cổ phần XYZ,đèn LED tròn,93,Cần Thơ
2024-06-25,Hà Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,21,Hà Nội
2025-01-29,An Xuân Vũ,công ty TNHH ABC,đèn LED âm trần,27,Hà Nội
2025-03-28,Vi Mai,công ty cổ phần XYZ,đèn bàn học,38,Hà Nội
2025-03-11,Bác Khoa Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,46,Cần Thơ
2024-11-08,Dũng Quang Mai,công ty TNHH Một Thành Viên 123,đèn cảm ứng,49,Đà Nẵng
2024-08-04,Thành Mai Phạm,công ty TNHH ABC,đèn LED tròn,9,TP Hồ Chí Minh
2024-03-09,Quý cô Ánh Đặng,công ty TNHH ABC,đèn bàn học,97,TP Hồ Chí Minh
2024-08-30,Chi Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,10,Cần Thơ
2024-02-28,Tùng Hoàng,công ty TNHH ABC,đèn cảm ứng,81,Đà Nẵng
2024-09-10,Anh Quang Trần,công ty TNHH ABC,đèn bàn học,96,TP Hồ Chí Minh
2024-06-04,Vũ Trần,công ty TNHH ABC,đèn LED tròn,53,Cần Thơ
2025-02-15,Hương Trần,công ty cổ phần XYZ,đèn cảm ứng,60,TP Hồ Chí Minh
2024-10-27,Nhật Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,36,TP Hồ Chí Minh
2024-06-20,Hương Đặng,công ty cổ phần XYZ,đèn cảm ứng,90,TP Hồ Chí Minh
2024-10-31,Hồng Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,8,Đà Nẵng
2024-09-04,Trọng Hải Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,46,Đà Nẵng
2024-12-21,Minh Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,73,TP Hồ Chí Minh
2024-11-11,Cô Lan Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,37,TP Hồ Chí Minh
2024-02-11,Khoa Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,28,Đà Nẵng
2025-02-21,Tú Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,52,Hà Nội
2024-10-26,Quý ông Huy Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,31,Đà Nẵng
2024-01-06,Anh Dũng Phạm,công ty TNHH ABC,đèn bàn học,73,TP Hồ Chí Minh
2024-09-06,Khoa Đặng,công ty cổ phần XYZ,đèn bàn học,58,Hà Nội
2025-03-18,Xuân Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,84,TP Hồ Chí Minh
2025-02-19,Bà Khoa Mai,công ty TNHH ABC,đèn LED tròn,85,Hà Nội
2025-01-30,Bà Thảo Dương,công ty TNHH ABC,đèn bàn học,1,Cần Thơ
2024-05-26,Hoàng Phú Phạm,công ty cổ phần XYZ,đèn LED âm trần,35,Đà Nẵng
2024-12-31,Nam Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,74,TP Hồ Chí Minh
2024-01-17,Châu Thế Nguyễn,công ty cổ phần XYZ,đèn bàn học,23,Hà Nội
2024-09-13,Chi Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,93,Cần Thơ
2024-07-18,Trung Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,52,Cần Thơ
2024-01-19,Anh Quang Vũ,công ty TNHH ABC,đèn LED âm trần,24,Hà Nội
2024-10-31,Dương Nguyễn,công ty TNHH ABC,đèn LED tròn,8,TP Hồ Chí Minh
2024-06-03,Chị Hà Dương,công ty cổ phần XYZ,đèn bàn học,86,Hà Nội
2024-07-31,Nhật Hoàng Trần,công ty TNHH ABC,đèn cảm ứng,54,Đà Nẵng
2024-02-03,Tùng Bùi,công ty TNHH ABC,đèn LED âm trần,84,Đà Nẵng
2024-05-26,Chi Đặng,công ty cổ phần XYZ,đèn LED tròn,35,TP Hồ Chí Minh
2025-03-26,Chi Đặng,công ty cổ phần XYZ,đèn bàn học,70,TP Hồ Chí Minh
2025-02-19,An Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,35,TP Hồ Chí Minh
2024-02-01,Hoàng Đặng,công ty TNHH ABC,đèn bàn học,57,Hà Nội
2025-03-23,Phúc Hải Lê,công ty TNHH Một Thành Viên 123,đèn cảm ứng,20,Hà Nội
2024-03-21,Bảo Hoàng,công ty cổ phần XYZ,đèn cảm ứng,83,Cần Thơ
2024-10-21,Linh Vũ,công ty cổ phần XYZ,đèn cảm ứng,90,TP Hồ Chí Minh
2024-02-04,Vũ Thị Vũ,công ty cổ phần XYZ,đèn LED tròn,71,Hà Nội
2025-02-10,Bác Quang Dương,công ty cổ phần XYZ,đèn LED tròn,46,Cần Thơ
2024-07-10,Quang Hữu Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,46,TP Hồ Chí Minh
2025-03-24,Hoàng Hoàng Mai,công ty cổ phần XYZ,đèn bàn học,27,Hà Nội
2024-03-16,Nhật Bảo Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,76,Hà Nội
2024-04-28,Lan Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,44,Đà Nẵng
2025-02-14,Nhật Đức Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,41,TP Hồ Chí Minh
2024-02-09,An Dương,công ty TNHH ABC,đèn cảm ứng,93,Hà Nội
2024-11-14,Bảo Quang Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,78,Hà Nội
2024-01-21,Phúc Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,100,Cần Thơ
2024-09-10,Khoa Nguyễn,công ty TNHH ABC,đèn LED âm trần,71,Hà Nội
2024-01-01,Chị Bảo Phạm,công ty TNHH ABC,đèn LED tròn,22,TP Hồ Chí Minh
2025-01-30,Hải Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,33,Cần Thơ
2024-09-25,Hải Dương,công ty cổ phần XYZ,đèn LED tròn,13,Đà Nẵng
2024-09-21,Dũng Trí Vũ,công ty TNHH ABC,đèn LED tròn,43,Đà Nẵng
2025-03-18,Chị Ngọc Mai,công ty cổ phần XYZ,đèn LED tròn,12,Hà Nội
2024-04-01,Hạnh Mai,công ty cổ phần XYZ,đèn LED tròn,56,Đà Nẵng
2024-11-10,Chị Thành Trần,công ty TNHH ABC,đèn LED âm trần,44,TP Hồ Chí Minh
2024-08-09,Dương Đặng,công ty TNHH ABC,đèn LED tròn,50,Cần Thơ
2024-12-21,Quý ông Quang Đặng,công ty TNHH ABC,đèn cảm ứng,34,Cần Thơ
2024-05-02,Thành Hải Bùi,công ty cổ phần XYZ,đèn LED âm trần,40,TP Hồ Chí Minh
2024-12-30,Dũng Đức Hoàng,công ty TNHH ABC,đèn bàn học,47,Hà Nội
2024-04-08,Trung Trí Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,18,Hà Nội
2024-10-29,Cô Hương Mai,công ty cổ phần XYZ,đèn LED âm trần,78,TP Hồ Chí Minh
2024-03-23,Quý cô Hương Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,59,Đà Nẵng
2024-09-12,Bác Hoàng Trần,công ty TNHH ABC,đèn LED tròn,34,Hà Nội
2024-03-24,Kim Lê,công ty TNHH ABC,đèn LED âm trần,81,Đà Nẵng
2024-05-16,Hưng Đức Nguyễn,công ty cổ phần XYZ,đèn bàn học,5,Cần Thơ
2024-09-22,Thảo Phạm,công ty TNHH ABC,đèn LED tròn,33,Hà Nội
2025-02-26,Chi Dương,công ty TNHH ABC,đèn LED âm trần,62,Cần Thơ
2024-12-21,Cô Hải Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,86,TP Hồ Chí Minh
2024-06-11,Mai Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,25,Hà Nội
2024-06-19,Khoa Trần,công ty cổ phần XYZ,đèn bàn học,83,Hà Nội
2024-10-11,Yến Phạm,công ty TNHH ABC,đèn LED tròn,39,TP Hồ Chí Minh
2024-03-25,Quý ông Tùng Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,94,Cần Thơ
2024-10-31,Hà Xuân Lê,công ty TNHH Một Thành Viên 123,đèn cảm ứng,54,TP Hồ Chí Minh
2024-03-06,Anh Quang Mai,công ty TNHH ABC,đèn cảm ứng,53,Cần Thơ
2024-02-01,Hạnh Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,42,Cần Thơ
2024-09-24,Vân Dương,công ty TNHH ABC,đèn LED tròn,23,Cần Thơ
2024-12-28,Chị Xuân Bùi,công ty TNHH ABC,đèn cảm ứng,52,TP Hồ Chí Minh
2024-03-23,Cô Ngọc Trần,công ty cổ phần XYZ,đèn cảm ứng,50,Cần Thơ
2024-04-23,Quý cô Hồng Trần,công ty TNHH ABC,đèn LED tròn,89,Đà Nẵng
2024-10-23,Quang Đức Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,33,Đà Nẵng
2024-05-18,Nhiên Đức Dương,công ty cổ phần XYZ,đèn LED tròn,37,Hà Nội
2024-06-19,Lan Lê,công ty cổ phần XYZ,đèn cảm ứng,44,Hà Nội
2025-02-09,Cô Linh Bùi,công ty cổ phần XYZ,đèn cảm ứng,30,Hà Nội
2024-08-07,Bảo Bảo Bùi,công ty TNHH ABC,đèn LED âm trần,24,Đà Nẵng
2024-02-27,Dũng Hải Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,6,TP Hồ Chí Minh
2024-05-14,Bảo Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,6,TP Hồ Chí Minh
2024-02-29,Cô Thành Bùi,công ty cổ phần XYZ,đèn LED âm trần,10,TP Hồ Chí Minh
2024-02-16,Hải Mai,công ty cổ phần XYZ,đèn LED tròn,94,Cần Thơ
2025-03-05,Trọng Bùi,công ty cổ phần XYZ,đèn LED âm trần,33,Đà Nẵng
2024-06-22,Ông Vũ Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,38,Hà Nội
2024-02-05,Quý cô Nhật Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,67,TP Hồ Chí Minh
2024-04-18,Thành Thị Lê,công ty TNHH Một Thành Viên 123,đèn bàn học,56,Đà Nẵng
2025-04-04,An Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,47,TP Hồ Chí Minh
2025-03-21,Cô Kim Phạm,công ty TNHH ABC,đèn bàn học,59,Hà Nội
2025-02-17,Bà Vân Dương,công ty TNHH ABC,đèn LED tròn,56,TP Hồ Chí Minh
2024-08-17,Hương Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,56,Đà Nẵng
2024-07-30,Lâm Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,40,Hà Nội
2024-12-18,Duyên Phạm,công ty TNHH ABC,đèn LED tròn,5,TP Hồ Chí Minh
2024-10-30,Anh Mai,công ty cổ phần XYZ,đèn cảm ứng,8,Hà Nội
2024-03-03,Tú Dương,công ty cổ phần XYZ,đèn cảm ứng,56,TP Hồ Chí Minh
2025-03-14,Quý cô Ánh Đặng,công ty TNHH ABC,đèn LED âm trần,86,Cần Thơ
2024-08-08,Bác Trọng Vũ,công ty cổ phần XYZ,đèn cảm ứng,39,Cần Thơ
2024-08-11,Phương Hải Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,68,Đà Nẵng
2024-01-12,Quý cô Hồng Bùi,công ty TNHH ABC,đèn cảm ứng,6,TP Hồ Chí Minh
2024-06-06,Duyên Bùi,công ty TNHH ABC,đèn cảm ứng,76,TP Hồ Chí Minh
2024-08-17,Hải Hoàng,công ty TNHH ABC,đèn LED tròn,8,Đà Nẵng
2024-06-30,Nhật Mai Hoàng,công ty TNHH ABC,đèn LED âm trần,17,Đà Nẵng
2025-03-31,Bà Linh Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,19,TP Hồ Chí Minh
2024-01-20,Phúc Mai Trần,công ty TNHH Một Thành Viên 123,đèn LED tròn,49,TP Hồ Chí Minh
2024-12-07,Hoàng Trần,công ty TNHH ABC,đèn cảm ứng,76,TP Hồ Chí Minh
2024-04-09,Ông Khoa Nguyễn,công ty cổ phần XYZ,đèn bàn học,72,Cần Thơ
2024-12-08,Chị Hải Bùi,công ty TNHH ABC,đèn LED tròn,16,Hà Nội
2025-04-04,Cô Vân Vũ,công ty cổ phần XYZ,đèn LED tròn,43,Đà Nẵng
